REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;12.000;ENTREGA REALIZADA;27/04/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;21.000;ENTREGA REALIZADA;06/05/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;100.000;ENTREGA REALIZADA;08/06/2020
NORDESTE;RIO GRANDE DO NORTE ;SMS;NATAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;06/07/2020
NORDESTE;RIO GRANDE DO NORTE ;SMS;NATAL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;700;ENTREGA REALIZADA;02/07/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10.000;ENTREGA REALIZADA;16/07/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;11/08/2020
SUL;RIO GRANDE DO SUL ;SMS;PORTO ALEGRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;03/08/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;79.000;ENTREGA REALIZADA;29/01/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;678.000;ENTREGA REALIZADA;01/04/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60.000;ENTREGA REALIZADA;27/04/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;57.000;ENTREGA REALIZADA;01/04/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;38.000;ENTREGA REALIZADA;03/04/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;43.340;ENTREGA REALIZADA;29/01/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;124.800;ENTREGA REALIZADA;01/04/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;90.000;ENTREGA REALIZADA;10/06/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;323.500;ENTREGA REALIZADA;20/07/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;25.000;ENTREGA REALIZADA;31/03/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;22.000;ENTREGA REALIZADA;22/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI PORTO VELHO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;06/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI PORTO VELHO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;20/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI PORTO VELHO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.500;ENTREGA REALIZADA;06/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI PORTO VELHO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;02/07/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI PORTO VELHO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.500;ENTREGA REALIZADA;02/07/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI VILHENA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.500;ENTREGA REALIZADA;02/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI VILHENA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;24/04/2020
NORTE;RONDÔNIA;SAÚDE INDÍGENA;DSEI VILHENA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;500;ENTREGA REALIZADA;02/04/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;02/07/2020
NORTE;RONDÔNIA;SMS;PORTO VELHO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;02/07/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.500;ENTREGA REALIZADA;20/01/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;23/03/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12.000;ENTREGA REALIZADA;28/04/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;20/01/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;23/03/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.000;ENTREGA REALIZADA;15/04/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;520;ENTREGA REALIZADA;23/03/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;33.000;ENTREGA REALIZADA;15/04/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8.000;ENTREGA REALIZADA;11/08/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;11/08/2020
NORTE;RONDÔNIA;SMS;PORTO VELHO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;12/08/2020
NORTE;RONDÔNIA;SMS;PORTO VELHO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;25.000;ENTREGA REALIZADA;12/08/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;31/03/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;23/04/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;14.000;ENTREGA REALIZADA;11/05/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;50.000;ENTREGA REALIZADA;12/06/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;60.000;ENTREGA REALIZADA;07/08/2020
NORTE;RONDÔNIA;SMS;PORTO VELHO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40.000;ENTREGA REALIZADA;07/08/2020
NORTE;RORAIMA;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;06/08/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;30/06/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.000;ENTREGA REALIZADA;26/06/2020
NORTE;RORAIMA ;SMS;BOA VISTA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;30/06/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;29/01/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;500;ENTREGA REALIZADA;25/03/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;27/04/2020
NORTE;RORAIMA ;SMS;BOA VISTA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;40.000;ENTREGA REALIZADA;30/06/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.670;ENTREGA REALIZADA;29/02/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.610;ENTREGA REALIZADA;25/03/2020
NORTE;RORAIMA ;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.000;ENTREGA REALIZADA;27/04/2020
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;31/03/2020
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;16/04/2020
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;13.000;ENTREGA REALIZADA;15/05/2020
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;80.000;ENTREGA REALIZADA;05/06/2020
NORTE;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;100.000;ENTREGA REALIZADA;05/07/2020
NORTE;RORAIMA ;SMS;BOA VISTA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40.000;ENTREGA REALIZADA;05/07/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.500;ENTREGA REALIZADA;14/05/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.000;ENTREGA REALIZADA;14/05/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;33.000;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA BONFIM ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6.000;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA NORMANDIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;9.500;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI LESTE RORAIMA - ALDEIA UIRAMUTA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;12.500;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;33.000;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI - ALDEIA AUARIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA;29/06/2020
NORTE;RORAIMA ;SAÚDE INDÍGENA;DSEI YANOMAMI - ALDEIA SURUCUCU;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.500;ENTREGA REALIZADA;29/06/2020
SUL;SANTA CATARINA;SMS;FLORIANOPOLIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;11/08/2020
SUL;SANTA CATARINA ;SAÚDE INDÍGENA;DSEI INTERIOR SUL - SAO JOSE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;07/05/2020
SUL;SANTA CATARINA ;SAÚDE INDÍGENA;DSEI INTERIOR SUL - SAO JOSE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;500;ENTREGA REALIZADA;07/05/2020
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;16.000;ENTREGA REALIZADA;29/06/2020
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.200;ENTREGA REALIZADA;21/07/2020
SUL;SANTA CATARINA ;SMS;JOINVILLE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;9.500;ENTREGA REALIZADA;11/07/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;274.000;ENTREGA REALIZADA;26/06/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;422.500;ENTREGA REALIZADA;10/02/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;445.500;ENTREGA REALIZADA;20/03/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60.000;ENTREGA REALIZADA;23/04/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;41.500;ENTREGA REALIZADA;10/02/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;23.500;ENTREGA REALIZADA;20/03/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;30.000;ENTREGA REALIZADA;14/04/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;22.500;ENTREGA REALIZADA;03/04/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;49.620;ENTREGA REALIZADA;10/02/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;68.840;ENTREGA REALIZADA;20/03/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;70.000;ENTREGA REALIZADA;14/04/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;04/08/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;400.000;ENTREGA REALIZADA;04/08/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;22.000;ENTREGA REALIZADA;28/03/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;20/04/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;300.000;ENTREGA REALIZADA;25/06/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;131.500;ENTREGA REALIZADA;31/01/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;590.000;ENTREGA REALIZADA;25/03/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;270.000;ENTREGA REALIZADA;28/04/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;133.500;ENTREGA REALIZADA;31/01/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;94.500;ENTREGA REALIZADA;25/03/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;100.000;ENTREGA REALIZADA;20/04/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;35.000;ENTREGA REALIZADA;25/06/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;80.000;ENTREGA REALIZADA;25/06/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;372.600;ENTREGA REALIZADA;31/01/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;405.000;ENTREGA REALIZADA;25/03/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;300.000;ENTREGA REALIZADA;25/06/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;8.000;ENTREGA REALIZADA ;31/07/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;50.000;ENTREGA REALIZADA ;31/07/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;700.000;ENTREGA REALIZADA ;31/07/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;50.000;ENTREGA REALIZADA ;04/08/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;350.000;ENTREGA REALIZADA ;04/08/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;170.000;ENTREGA REALIZADA;28/03/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;316.000;ENTREGA REALIZADA;20/04/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500.000;ENTREGA REALIZADA;06/05/2020
NORDESTE;SERGIPE ;SMS;ARACAJÚ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;30/06/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;20/01/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.500;ENTREGA REALIZADA;23/03/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;08/05/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;20/01/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.170;ENTREGA REALIZADA;20/01/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.950;ENTREGA REALIZADA;23/03/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;8.000;ENTREGA REALIZADA;08/05/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA;05/08/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.000;ENTREGA REALIZADA;05/08/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;05/08/2020
NORDESTE;SERGIPE ;SMS;ARACAJÚ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;11/08/2020
NORDESTE;SERGIPE ;SMS;ARACAJÚ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;11/08/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA;31/03/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;23/04/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6.000;ENTREGA REALIZADA;04/05/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;17/01/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.000;ENTREGA REALIZADA;17/01/2020
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;20.000;ENTREGA REALIZADA;24/07/2020
NORTE;TOCANTINS;SMS;PALMAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;12.000;ENTREGA REALIZADA;24/07/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;17/01/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;06/04/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;7.000;ENTREGA REALIZADA;06/04/2020
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;31/03/2020
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5.000;ENTREGA REALIZADA;01/04/2020
NORTE;TOCANTINS;SES;TOCANTINS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA;04/05/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;31/07/2020
NORTE;TOCANTINS;SES;TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9.000;ENTREGA REALIZADA ;31/07/2020
NORTE;TOCANTINS;SMS;PALMAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA ;05/08/2020
NORTE;TOCANTINS;SMS;PALMAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.500;ENTREGA REALIZADA ;05/08/2020
SUL;SANTA CATARINA ;SMS;SALETE ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;20/08/2020
SUL;SANTA CATARINA ;SMS;BLUMENAU ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;36.000;ENTREGA REALIZADA;20/08/2020
SUL;SANTA CATARINA ;SMS;URUBICI;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;20/08/2020
SUL;PARANÁ ;SMS;GUARAPUAVA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;20/08/2020
SUL;SANTA CATARINA ;SMS;Taió;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;24/08/2020
SUL;SANTA CATARINA ;SMS;Brusque;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;18.000;ENTREGA REALIZADA;24/08/2020
SUL;SANTA CATARINA ;SMS;Apiúna;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020
SUDESTE;RIO DE JANEIRO ;SMS;São Fidélis;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;18/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Unistalda;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;26/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Toropi;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Silveira Martins;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;São João de Polêsine;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;São Francisco de Assis;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;25/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Quevedos;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Pinhal Grande;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Paraíso do Sul;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Nova Palma;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Nova Espeança da Sul;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Mata;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020
